qa,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
566,8,5,1,0,7,3,0,0,8,5,4,5,3,8,5,5,8,0,2,7,0,2,1,6,7,2,6,6,8,8,4,0,6,4,4,4,5,2,2,3,4,6,0,2,6,0,7,6,2,5,4,2,1,8,7,8,1,8,5,4,3,2,2,1,7,8,8,8,1,6,7,4,5,3,7,6,5,0,8,4,8,6,4,6,2,4,0,6,2,0,7,2,2,1,5,3,5,3,6,3
567,7,4,0,3,2,4,1,6,5,1,8,3,1,0,2,0,4,5,3,7,8,2,5,3,2,1,4,1,6,7,3,5,8,6,3,7,0,5,2,1,4,6,6,6,2,3,1,5,7,4,2,2,5,6,4,2,3,2,0,3,7,5,1,7,1,5,5,6,6,2,6,5,3,0,5,4,4,6,6,1,2,8,5,3,8,6,7,4,1,6,7,5,3,1,2,8,1,5,5,4
568,8,6,8,2,6,6,8,3,2,7,6,2,2,7,5,8,5,8,2,6,1,6,3,4,7,0,2,5,3,5,3,0,8,6,5,1,1,5,0,4,8,7,4,2,0,1,2,4,6,4,7,1,3,5,0,8,8,6,6,1,1,2,1,5,8,6,7,8,5,0,8,4,4,8,6,0,6,8,2,4,0,6,1,3,5,7,2,8,0,1,1,6,3,0,7,2,6,4,1,5
569,7,3,7,2,2,1,1,2,5,1,4,2,1,7,4,2,5,8,2,2,6,4,6,1,8,0,2,5,4,3,8,3,6,3,3,6,3,3,7,0,3,2,4,5,3,8,8,1,5,2,6,4,8,8,0,0,0,7,2,6,2,2,5,6,5,5,6,1,5,2,1,2,1,2,0,6,3,5,6,7,0,4,3,3,7,0,2,7,3,0,1,2,2,6,1,6,2,0,0,5
570,6,1,2,6,7,6,5,6,2,0,5,5,7,2,8,4,3,8,4,0,2,5,2,1,2,4,0,4,6,4,6,5,4,8,5,7,5,8,3,1,1,8,7,2,4,0,8,3,3,2,0,6,2,0,8,4,0,2,4,1,8,7,7,4,8,2,4,6,4,7,0,3,7,1,3,8,5,3,3,1,6,0,1,1,6,8,0,8,8,4,0,6,4,7,2,5,8,6,5,8
571,4,1,8,1,4,6,7,6,3,1,0,2,8,6,3,4,3,8,4,7,0,4,5,6,0,5,7,0,2,3,2,3,8,8,5,7,7,0,3,7,3,5,3,0,5,3,6,7,0,3,3,6,3,5,8,5,0,4,7,4,8,8,2,3,1,1,3,3,3,6,1,4,7,6,1,2,8,5,7,7,3,4,3,5,5,6,7,6,0,3,5,5,7,3,7,3,1,4,1,3
572,2,0,5,6,1,5,4,1,5,2,7,5,1,4,1,6,2,4,6,7,4,0,2,5,0,3,2,2,8,8,8,7,8,1,3,0,7,7,0,1,1,8,7,2,0,3,5,0,4,4,8,1,1,3,2,8,7,2,3,5,7,1,2,5,7,2,4,6,3,6,4,7,5,8,7,2,8,1,2,0,0,6,0,1,3,7,7,8,0,1,3,2,0,4,4,3,0,3,4,1
573,7,8,8,6,6,1,3,0,5,6,6,0,5,7,0,4,2,8,4,6,4,8,2,6,3,5,6,1,7,6,3,5,5,4,5,5,7,2,0,3,7,1,7,3,1,4,7,7,5,4,7,8,7,8,7,0,0,5,8,2,8,7,1,4,1,0,6,1,5,6,3,0,0,3,0,7,1,0,1,6,5,6,3,2,6,1,3,0,3,8,7,6,5,3,6,7,5,0,6,1
574,2,1,0,6,5,3,3,5,4,2,4,6,4,7,4,3,6,1,5,5,2,2,0,1,0,5,1,4,1,7,6,2,6,2,5,5,3,6,8,3,2,3,5,1,8,4,8,8,0,1,1,5,3,0,5,2,7,6,7,5,6,0,6,4,0,0,2,3,1,6,4,2,6,4,7,4,6,7,0,1,6,4,2,0,8,0,4,1,3,6,4,0,0,8,2,3,7,7,2,1
575,3,3,6,6,2,3,6,4,4,7,5,5,4,7,0,0,6,5,2,5,0,5,3,5,3,6,1,7,4,2,8,0,4,0,8,1,2,5,7,3,2,3,8,8,1,8,7,4,2,4,6,2,3,4,0,3,1,0,3,6,8,3,6,2,5,5,2,4,6,2,5,2,4,0,4,4,7,3,0,0,4,7,8,7,3,4,7,7,4,4,0,1,4,4,5,2,2,4,7,8
576,0,3,4,1,3,1,4,7,8,0,5,8,6,0,3,6,8,2,2,2,8,1,3,1,8,0,4,1,3,5,6,5,3,2,7,6,6,6,1,8,8,3,1,3,3,8,2,8,2,8,8,5,0,5,8,8,4,4,3,1,5,8,2,7,0,0,8,1,3,7,3,2,0,6,2,1,4,1,7,6,8,8,7,4,1,0,0,2,7,1,0,8,3,3,2,8,3,7,8,4
577,6,0,7,8,1,0,0,7,2,3,3,2,1,3,8,3,7,6,7,5,3,2,2,4,3,3,3,8,5,8,8,5,0,8,4,3,3,0,5,0,6,7,3,3,6,7,0,4,2,0,0,4,6,5,2,4,8,7,1,5,5,3,3,6,8,2,8,7,0,2,3,5,2,3,0,0,3,5,4,3,4,5,6,4,0,0,3,1,4,6,2,4,1,4,3,0,5,2,6,6
578,1,7,0,5,7,4,5,4,0,6,8,7,0,1,7,6,3,2,4,0,0,0,7,0,4,2,6,1,8,0,7,1,0,0,7,3,3,7,2,4,2,0,8,3,7,3,7,1,4,3,8,3,6,4,3,6,5,4,0,0,5,0,5,7,7,6,2,5,1,8,0,4,4,0,1,6,5,1,1,5,5,3,0,0,1,0,5,3,1,5,6,1,5,0,5,3,0,7,1,7
579,3,6,6,3,6,3,5,2,3,1,3,0,3,7,3,4,7,0,6,4,3,2,5,3,3,6,3,7,2,6,5,8,3,2,3,5,3,8,1,2,8,7,0,8,3,5,0,1,6,2,1,6,1,7,1,0,3,2,5,2,8,3,6,6,7,4,2,4,3,5,2,4,8,6,8,0,5,0,1,7,0,4,0,2,1,4,5,5,8,1,3,4,0,0,2,7,5,5,4,7
580,4,6,2,7,0,3,2,1,4,8,1,7,7,7,0,8,3,5,2,4,4,7,3,0,5,7,0,7,7,5,8,3,1,5,5,8,2,1,6,2,1,6,1,7,2,5,5,5,2,0,5,3,8,8,0,3,3,3,6,3,1,3,7,3,2,6,0,4,0,5,8,3,8,7,6,1,0,1,3,3,1,8,6,6,5,5,7,3,1,2,2,8,5,3,0,6,5,7,1,5
581,3,2,2,2,6,0,8,8,8,7,2,3,1,8,6,1,8,0,6,1,6,7,8,1,1,0,7,1,3,3,3,4,3,2,3,7,1,8,3,2,4,8,7,7,1,7,6,0,3,7,4,5,3,0,7,6,2,2,4,7,0,5,7,4,0,0,1,8,4,1,8,7,1,6,2,0,0,4,7,8,6,8,2,1,0,1,6,1,3,6,8,1,1,0,1,3,2,8,3,2
582,4,6,3,1,3,5,2,5,2,8,7,6,7,1,5,3,6,0,1,2,5,8,8,4,0,7,5,0,5,7,7,8,8,5,5,1,5,7,7,8,1,1,7,8,4,7,6,1,4,3,7,3,1,4,4,8,0,7,1,1,3,4,8,4,1,4,8,6,1,5,6,2,4,3,1,7,2,2,0,3,5,8,6,7,8,6,7,2,6,5,4,5,6,3,7,0,2,3,7,4
583,8,8,4,6,2,0,4,2,6,4,1,4,3,0,4,8,8,8,8,8,0,3,4,7,3,6,7,4,2,0,4,1,5,2,7,8,7,5,1,8,0,5,7,0,4,4,1,1,8,8,0,2,3,1,0,4,3,7,2,4,2,0,6,6,5,0,6,5,3,5,0,1,1,4,8,0,4,2,8,5,1,2,5,0,0,6,7,6,1,7,2,7,2,4,8,3,6,5,0,7
584,3,4,2,8,4,5,4,2,5,7,0,1,1,8,5,3,1,6,4,5,6,0,6,6,2,2,5,3,8,0,1,7,6,7,0,1,7,7,7,8,2,0,2,8,4,0,6,7,1,5,6,8,5,3,8,3,5,7,4,6,7,5,3,5,3,6,0,0,4,1,6,1,4,1,8,7,0,3,8,4,7,0,3,7,1,0,6,0,2,7,8,1,4,7,3,3,4,6,0,0
585,0,3,2,4,2,5,2,7,2,2,7,5,0,1,0,7,5,8,2,0,4,0,1,7,3,7,4,5,7,4,2,6,7,2,7,8,1,7,0,7,8,7,3,8,4,0,7,8,2,2,5,3,5,3,1,2,5,3,0,4,7,1,2,3,8,3,7,6,8,5,2,6,0,7,2,6,5,2,4,4,6,4,0,0,5,8,3,0,1,8,6,0,2,6,5,2,6,8,8,7
586,3,0,3,0,5,5,3,1,4,0,2,8,8,5,3,0,5,4,6,1,7,7,3,0,4,3,6,2,0,8,2,0,7,6,2,4,6,7,3,1,0,7,7,8,6,1,2,2,4,8,6,3,6,7,3,7,0,2,1,1,1,3,6,5,3,4,1,6,6,4,7,7,7,0,0,3,0,0,1,1,2,2,7,8,1,3,4,2,2,6,3,6,0,4,2,2,4,2,6,1
587,8,3,4,1,8,5,6,8,8,2,2,2,4,8,6,5,4,6,4,8,5,5,6,6,4,3,3,8,0,6,8,0,5,5,3,0,6,4,6,0,8,5,3,4,8,4,5,5,2,2,6,2,0,4,0,5,5,8,5,3,5,5,6,8,0,6,7,2,3,3,3,7,2,3,5,2,6,4,1,1,0,5,7,8,5,8,8,5,3,7,5,7,2,8,3,7,3,8,6,2
588,1,1,3,0,4,5,6,8,7,8,5,7,6,7,3,4,8,4,5,5,1,0,6,7,5,5,0,1,6,5,1,5,0,7,0,7,2,2,8,7,3,1,0,3,5,4,8,7,2,8,4,0,7,6,3,7,8,8,8,2,5,1,6,4,7,8,2,2,0,4,3,8,7,4,5,5,8,8,3,3,6,2,1,2,2,5,6,1,0,1,8,2,4,4,2,7,0,4,3,7
589,1,8,7,6,4,5,1,0,6,4,3,2,5,4,6,8,7,2,2,1,5,7,2,8,3,7,2,1,4,4,4,3,5,5,1,6,2,7,4,2,1,8,6,1,4,1,7,7,7,4,1,4,4,2,3,0,4,1,7,6,5,2,6,8,5,7,8,7,1,7,6,6,2,4,8,8,1,3,5,0,2,5,5,0,3,5,8,8,2,6,4,1,4,1,1,3,2,1,0,5
590,0,7,0,5,1,5,1,3,5,1,1,5,5,3,1,2,1,5,2,3,2,1,7,4,5,2,0,6,6,0,7,7,7,4,6,0,5,1,8,8,1,4,5,6,4,7,3,2,6,4,0,5,2,7,7,3,7,8,6,5,8,7,4,0,5,4,3,1,6,8,5,2,0,6,1,0,1,1,3,2,1,7,7,2,3,7,8,7,4,8,6,6,0,5,2,5,5,0,4,4
591,0,7,8,0,1,1,3,5,2,7,2,2,5,7,2,3,3,4,3,8,1,3,2,5,7,8,3,2,8,0,1,8,7,5,2,8,8,7,6,5,3,4,4,4,7,1,0,4,1,7,7,8,3,8,0,8,2,0,7,4,3,1,3,5,1,8,6,7,0,7,7,3,5,4,7,2,8,4,0,2,1,7,3,4,3,6,8,7,8,2,5,5,2,7,8,8,8,1,1,6
592,6,3,1,2,1,1,1,5,4,3,4,6,0,2,1,0,1,6,7,1,6,2,1,2,8,3,6,4,3,7,8,5,7,1,8,1,1,7,4,2,0,1,7,0,8,6,1,6,4,3,4,0,7,7,1,0,3,4,6,7,0,2,5,3,8,5,2,6,3,4,6,3,6,3,5,4,5,3,1,2,3,2,3,4,2,3,2,5,4,5,3,8,4,5,3,6,5,0,6,6
593,3,4,0,7,7,8,5,2,2,8,0,6,0,6,5,4,6,3,5,7,4,0,8,4,3,0,0,2,8,6,3,6,3,8,2,6,3,6,1,8,2,4,6,5,4,7,8,6,1,6,4,4,8,4,7,5,0,6,4,4,2,1,6,2,0,4,6,1,3,3,8,1,8,1,5,7,8,4,4,7,8,0,2,2,7,0,1,0,8,0,2,4,3,0,3,7,2,4,4,2
594,0,7,8,4,7,3,8,5,7,6,8,5,7,8,6,3,0,3,6,7,6,5,4,8,2,7,4,4,3,5,8,3,1,1,1,3,0,2,6,6,6,6,0,8,2,0,7,4,3,3,5,4,0,1,8,4,8,5,6,2,7,5,6,2,5,3,8,8,3,0,2,2,0,8,4,1,5,3,1,4,5,5,2,5,7,5,8,8,4,3,4,4,1,8,5,1,8,8,5,8
595,8,8,8,0,0,5,6,7,5,2,8,5,6,2,6,1,7,7,6,8,8,0,1,1,2,5,1,0,5,5,3,6,5,3,0,6,5,1,1,2,1,7,8,0,2,2,8,5,8,2,0,4,7,7,4,2,0,3,4,0,8,6,2,3,3,7,6,0,2,7,3,7,4,6,4,6,3,2,7,3,0,3,3,2,7,4,3,6,5,4,8,8,4,6,0,3,3,3,7,5
596,4,3,5,1,2,4,2,6,8,3,5,2,7,1,4,3,6,2,1,6,5,5,7,2,2,8,1,5,3,1,8,7,1,6,6,4,8,2,0,7,3,1,8,3,7,7,2,7,4,5,2,0,1,2,4,7,1,6,6,7,7,0,1,8,5,2,8,2,2,7,8,3,5,5,2,4,0,7,7,1,5,0,0,5,7,7,2,8,4,3,3,6,3,3,3,2,3,0,7,2
597,4,1,4,2,1,2,8,7,7,1,5,7,5,7,1,4,2,6,1,2,6,0,2,6,2,5,3,4,3,8,6,6,7,3,0,0,4,7,4,8,4,5,0,6,8,4,8,2,4,8,5,6,3,4,3,6,0,4,8,0,4,5,0,0,1,1,7,1,5,3,4,8,7,0,0,3,7,6,5,7,1,6,8,8,6,6,2,6,2,3,1,2,0,4,0,6,5,5,6,6
598,6,5,1,6,4,1,4,2,1,5,8,0,1,8,6,2,3,0,7,5,2,1,6,5,6,2,8,1,1,6,5,3,6,5,3,1,6,4,8,3,2,0,2,6,2,4,1,8,8,7,6,5,0,0,3,6,1,4,8,7,4,5,0,0,2,7,0,7,2,0,0,6,0,4,8,5,3,8,0,2,1,0,8,1,0,8,8,1,3,6,3,7,2,7,5,0,5,0,7,8
599,1,4,3,0,6,0,0,7,2,8,5,4,3,3,2,6,5,0,2,8,4,2,2,1,7,2,2,0,8,3,6,6,3,4,0,6,6,1,1,3,6,4,0,5,6,1,4,7,2,0,8,0,0,2,6,5,2,0,8,0,8,4,1,3,2,1,3,5,4,5,8,1,6,2,0,3,3,8,3,6,8,3,1,8,4,4,6,3,4,8,0,6,3,4,8,5,3,8,5,1
600,0,3,6,3,1,8,1,0,3,1,5,3,8,1,2,6,6,3,8,7,5,6,4,4,4,7,0,0,4,5,1,5,0,2,4,0,5,4,5,4,6,5,5,1,6,1,0,8,1,1,2,8,7,6,1,5,7,3,2,7,1,8,4,6,3,6,8,4,1,0,8,8,5,0,7,4,2,3,8,6,5,6,7,5,2,0,1,2,6,0,1,8,3,1,7,8,4,1,5,7
601,8,5,8,7,1,5,5,6,4,6,5,2,4,8,7,5,2,1,2,2,8,4,3,7,3,7,5,2,8,6,8,0,2,2,6,7,1,1,6,3,6,0,4,0,8,1,1,0,1,4,5,8,7,0,3,7,1,6,3,1,0,2,0,1,4,7,4,6,0,2,5,0,5,1,3,5,8,0,4,4,0,5,0,6,1,1,0,4,2,4,8,7,6,4,1,3,0,1,2,6
602,7,5,2,6,8,5,6,7,6,7,2,2,1,1,4,8,1,6,0,8,4,4,3,8,3,1,5,5,6,4,2,0,8,1,3,1,2,0,3,8,2,8,5,8,5,8,4,7,0,8,0,1,6,2,0,7,4,4,2,6,2,5,1,2,0,2,3,6,7,4,8,3,4,5,1,3,8,4,8,6,1,4,3,8,3,4,6,8,4,7,1,8,1,6,4,5,0,4,0,4
603,3,1,4,1,0,0,3,6,5,1,3,5,2,1,2,0,2,4,7,7,6,3,8,8,3,0,3,4,6,1,4,2,4,0,4,0,7,6,8,5,8,1,0,8,5,6,2,3,6,3,0,2,3,7,3,4,5,1,5,1,7,2,2,3,3,5,6,8,7,2,5,2,7,0,8,3,6,6,3,8,2,6,8,1,8,8,3,7,0,1,6,8,1,6,0,7,8,4,0,1
604,4,7,4,4,5,8,7,1,1,3,2,6,8,5,8,3,6,6,2,6,4,5,2,2,7,5,1,4,5,7,7,5,0,4,1,0,8,1,2,3,4,5,2,7,1,8,7,5,0,6,6,5,2,3,3,5,2,3,8,4,5,8,8,5,2,0,7,4,5,8,3,0,6,8,1,8,4,5,8,2,6,0,6,0,0,3,3,7,8,8,5,1,6,4,4,4,7,3,8,4
605,6,8,7,3,1,1,3,5,7,0,4,8,7,8,8,0,6,4,4,7,8,4,5,4,5,8,7,2,7,4,5,1,4,2,0,7,1,6,6,5,7,1,0,7,1,2,6,4,1,2,7,4,8,5,5,3,0,4,6,3,7,6,4,4,2,7,0,0,7,0,4,1,6,1,2,4,3,1,0,0,1,2,1,4,7,6,2,3,6,8,4,1,7,4,0,2,4,7,7,1
606,6,8,7,6,7,5,5,4,8,3,6,0,3,8,2,7,4,1,0,1,4,2,8,6,1,4,6,5,0,0,5,8,0,1,1,2,8,8,2,6,0,4,5,7,7,0,3,0,0,1,8,2,6,6,7,4,8,3,7,7,4,2,1,0,4,3,1,6,1,4,3,8,0,7,6,7,7,6,3,5,3,8,2,5,1,3,8,1,7,7,3,3,0,7,5,8,2,3,6,3
607,2,1,8,4,6,5,5,2,2,4,1,4,0,2,5,0,0,1,6,7,0,2,0,0,8,3,7,6,4,6,2,3,3,5,1,6,7,8,8,5,7,6,8,0,1,3,5,8,0,1,7,2,0,6,7,8,7,0,1,7,6,1,3,7,8,8,4,6,0,8,1,8,0,8,4,4,6,4,8,0,5,1,0,5,6,1,6,8,6,2,0,0,5,2,3,0,3,1,3,5
608,8,2,2,7,8,3,3,6,6,6,5,1,2,0,3,7,2,6,3,1,2,6,7,2,8,0,5,2,8,6,0,3,6,4,4,1,5,0,2,2,5,4,3,7,3,6,7,1,6,0,5,2,2,7,1,4,7,7,1,3,5,5,1,5,0,5,6,4,2,2,6,3,8,8,3,2,7,6,1,8,1,5,1,4,5,1,2,6,8,8,6,8,1,1,3,8,7,3,0,5
609,2,2,1,2,2,5,1,4,8,8,7,2,1,7,3,4,3,1,6,2,2,6,6,7,6,0,3,3,2,4,4,5,8,5,8,7,6,2,5,1,8,1,2,8,1,4,5,1,3,7,6,5,4,3,5,0,0,7,1,6,0,2,8,2,8,2,5,6,5,2,6,2,7,3,7,8,6,4,3,3,3,4,4,6,8,7,5,8,8,4,3,4,0,2,3,7,2,5,2,3
610,0,4,0,1,4,6,3,2,8,3,2,0,3,1,3,1,1,6,4,6,5,4,4,3,2,8,3,7,6,5,7,5,7,7,5,6,7,2,7,4,1,1,6,7,5,5,7,8,7,1,7,4,7,6,6,7,1,7,3,1,6,8,0,8,3,8,0,5,4,7,4,0,1,2,7,0,7,4,5,8,6,5,7,4,8,7,8,4,5,4,8,5,1,4,1,5,6,7,1,4
611,3,3,8,5,3,8,4,3,4,7,4,5,1,0,0,4,6,1,8,1,6,2,0,6,4,5,8,4,7,4,3,3,3,7,4,8,2,6,1,2,0,8,2,7,3,1,3,3,4,2,6,6,1,4,5,2,6,2,7,4,3,5,5,4,6,2,7,5,1,8,7,1,7,4,6,3,2,1,0,7,2,8,2,3,7,3,6,0,8,5,6,0,8,4,1,1,0,6,1,8
612,2,0,7,6,4,7,6,1,3,8,6,5,1,4,1,6,1,2,5,0,6,3,4,6,6,8,1,3,0,2,4,1,4,8,0,2,2,8,6,1,6,0,7,2,6,4,6,3,4,8,7,4,8,1,6,5,2,3,3,6,5,7,5,8,7,5,0,3,1,3,8,3,7,4,5,0,6,2,4,8,2,8,7,0,3,8,4,7,8,0,6,8,5,8,6,5,1,7,7,2
613,1,5,8,6,7,5,3,2,7,5,6,7,8,7,4,1,5,4,8,0,7,5,0,2,0,8,5,5,4,3,1,6,1,1,8,0,8,0,4,5,1,7,8,2,1,6,3,0,6,3,3,5,5,7,7,8,8,5,5,4,5,0,3,2,5,8,4,5,3,3,6,2,7,1,2,6,0,3,3,8,1,4,4,7,4,1,7,1,6,2,1,1,8,8,5,7,8,3,6,4
614,1,4,0,5,2,0,6,3,4,0,0,8,5,3,5,6,1,8,5,2,2,0,2,3,1,6,2,4,5,0,1,0,6,6,1,6,7,0,1,7,2,3,5,0,3,3,7,6,2,5,3,4,6,2,5,3,5,3,8,3,0,4,2,4,8,0,0,2,3,1,6,5,6,3,8,6,8,0,6,3,1,1,1,0,4,6,4,1,6,1,7,3,0,2,7,8,3,8,2,3
615,4,1,3,4,6,4,0,4,7,0,8,1,0,1,2,3,7,5,5,7,1,2,8,6,0,2,3,0,5,5,3,1,3,8,6,8,4,0,0,1,4,1,2,8,0,0,3,6,7,2,2,5,7,1,8,7,2,6,5,0,3,2,0,4,6,4,0,7,0,3,5,8,6,1,3,7,2,8,4,5,5,8,6,3,5,6,5,0,8,2,5,5,1,7,0,8,8,5,8,7
616,8,7,8,6,7,1,3,4,8,4,3,7,5,5,8,7,6,8,0,4,0,7,1,5,7,5,0,4,7,8,8,7,2,6,1,2,2,4,7,7,8,8,0,8,7,6,0,6,6,0,1,6,1,3,5,7,2,0,7,8,7,4,6,1,5,5,5,6,8,7,0,6,6,4,5,0,2,7,0,8,2,7,1,0,5,6,0,2,2,8,2,0,8,0,4,1,2,6,1,5
617,5,6,1,3,0,7,8,4,4,1,7,6,1,4,1,5,5,3,3,6,1,0,3,4,2,3,0,6,6,2,5,2,3,2,8,4,5,1,8,6,0,2,4,3,7,5,5,3,7,6,6,5,5,6,2,4,1,3,2,1,4,3,4,7,3,1,7,1,8,5,2,5,8,8,3,0,0,7,5,6,6,6,4,3,2,2,6,0,1,7,5,1,0,2,1,2,7,7,2,2
618,7,3,1,6,4,8,7,7,8,4,4,0,1,1,8,2,5,3,6,3,8,4,2,3,3,6,2,0,7,8,2,7,0,3,0,3,5,8,7,8,5,3,8,0,7,8,0,5,7,6,8,2,5,7,0,5,8,4,7,6,2,3,4,3,5,5,3,5,5,8,7,5,1,2,2,2,8,4,8,1,6,5,6,3,4,3,6,1,5,4,7,0,1,5,3,2,8,8,0,4
619,6,7,1,7,5,7,6,7,0,2,4,2,1,6,8,4,5,5,3,6,7,1,2,1,7,5,6,5,4,7,1,6,7,1,6,0,1,3,8,3,3,6,7,6,0,7,2,4,6,2,6,4,1,1,6,0,3,4,3,3,8,0,8,6,8,5,8,0,6,6,8,0,4,4,0,5,4,4,6,6,5,3,8,1,3,4,2,3,8,1,4,4,0,1,2,4,3,5,3,7
620,3,7,8,6,0,8,7,5,3,6,5,6,5,7,8,6,2,8,7,4,0,8,4,3,5,0,7,1,2,5,5,0,5,1,8,3,4,5,1,1,8,5,2,5,8,6,3,5,8,2,7,8,3,7,0,3,2,0,5,4,3,7,2,7,5,8,0,8,0,6,6,1,0,0,1,1,8,1,7,0,5,4,4,7,1,0,1,7,5,8,7,1,0,0,1,4,0,7,4,6
621,7,0,3,6,8,7,1,2,7,5,2,4,8,1,2,8,6,2,2,7,2,6,4,1,3,6,7,0,8,2,5,2,2,8,6,8,0,2,0,4,4,8,2,5,8,0,4,3,0,3,2,2,1,4,3,6,3,6,4,3,7,6,4,4,6,6,6,1,2,3,5,3,7,3,4,6,3,5,6,3,8,4,7,6,7,6,4,6,4,7,4,6,1,1,5,7,6,2,7,5
622,5,8,7,2,0,2,1,1,4,8,5,3,2,7,4,0,4,1,4,0,1,7,1,0,1,8,8,5,7,8,2,3,0,4,8,0,6,4,8,5,3,0,5,8,0,0,8,2,5,5,4,4,6,2,1,8,0,1,6,5,2,1,3,0,4,4,8,7,4,4,6,2,5,0,8,8,8,1,7,5,8,0,3,0,8,1,0,1,8,4,0,3,3,7,1,1,6,3,1,3
623,3,2,1,0,7,0,4,0,7,3,8,0,2,3,0,3,4,4,4,1,2,4,5,3,4,8,5,0,3,0,7,7,4,2,6,1,6,7,1,4,1,5,6,0,8,2,4,2,8,6,8,3,5,5,2,8,7,8,4,1,1,5,7,6,6,7,7,8,3,6,2,6,0,0,1,4,8,5,5,6,7,5,6,3,8,4,8,8,7,2,3,7,8,5,6,3,7,3,5,4
624,7,7,7,1,2,8,1,6,5,3,0,0,8,0,6,1,3,0,5,0,5,8,6,5,8,7,6,5,3,5,0,7,7,2,6,6,7,8,6,8,2,3,1,7,2,4,1,2,6,2,4,4,5,2,4,0,4,0,6,7,3,7,3,7,4,4,3,8,6,4,7,4,7,4,7,2,5,5,4,4,0,8,1,1,7,0,6,3,6,1,6,8,4,5,5,3,4,5,0,4
625,4,1,4,3,4,2,8,5,5,7,0,2,1,5,3,6,8,3,2,4,4,3,3,3,4,4,4,2,5,4,2,6,7,3,4,8,2,1,3,4,3,5,2,4,0,8,2,2,1,3,8,5,6,5,3,7,3,7,8,0,1,6,1,6,2,5,5,2,7,8,1,6,6,2,7,2,2,6,1,8,3,4,6,7,6,3,6,3,4,6,4,0,0,1,0,6,1,2,2,1
626,7,0,1,2,0,2,1,3,1,8,7,5,5,6,8,1,4,1,4,8,5,5,0,7,6,3,3,5,6,4,7,1,6,7,6,3,4,4,2,1,1,5,2,7,7,3,3,8,0,2,6,7,4,6,1,8,5,6,1,4,6,3,8,7,1,7,3,5,3,6,3,4,5,1,3,0,0,5,2,6,6,5,3,5,7,3,3,2,1,0,0,1,6,5,0,6,6,8,8,0
627,4,7,2,5,0,2,8,6,2,8,1,3,3,5,2,2,6,1,1,1,2,0,0,6,4,1,2,6,7,7,1,7,3,2,5,1,4,3,5,1,0,3,8,5,4,5,4,1,8,2,5,7,5,8,1,5,0,5,1,5,2,1,7,8,1,1,0,6,8,1,4,6,3,6,6,6,6,3,3,5,0,5,0,6,5,4,2,4,5,6,8,1,0,5,1,1,2,6,0,3
628,0,7,6,0,2,4,4,1,4,7,1,1,3,4,2,0,0,7,1,2,6,5,0,1,4,3,8,1,0,4,8,0,7,8,3,3,8,5,4,2,8,2,3,7,4,6,8,5,1,6,5,1,0,8,0,4,8,7,7,6,4,2,8,5,3,8,3,0,5,3,5,5,5,3,2,2,8,6,3,8,6,4,7,8,5,0,3,2,6,0,4,3,3,5,4,1,7,4,1,6
629,3,5,6,5,8,5,3,8,4,6,2,8,8,8,3,7,6,0,8,4,4,3,7,0,3,5,1,1,5,5,7,7,0,3,7,8,0,6,2,7,4,1,1,8,6,0,8,7,4,0,3,1,3,2,6,6,1,8,6,5,6,6,7,2,6,8,6,3,5,8,5,7,8,3,3,3,3,6,4,8,6,6,8,7,0,8,7,2,2,4,8,5,5,1,8,7,0,2,7,6
630,3,4,1,7,5,4,5,5,3,1,4,7,0,3,7,5,0,7,0,4,1,2,3,2,7,5,3,2,4,3,7,2,6,4,2,4,1,4,6,5,0,5,0,3,5,8,8,4,1,7,3,5,1,3,4,6,8,1,5,8,0,5,6,0,6,3,5,6,1,0,2,2,2,8,6,3,5,1,1,0,3,5,4,5,1,5,4,8,2,0,4,1,1,2,6,3,7,1,8,3
631,4,7,4,1,2,8,0,8,6,4,2,7,0,6,1,3,0,5,1,1,2,4,8,7,3,5,6,3,6,5,6,8,3,0,4,2,0,1,4,8,3,4,1,1,7,5,1,4,5,0,2,7,3,6,5,0,8,8,6,1,7,0,4,3,6,1,7,5,2,2,6,1,2,8,7,2,5,3,1,2,0,7,2,1,5,1,8,7,3,1,1,7,3,5,1,7,4,0,0,8
632,0,2,0,0,7,6,2,1,2,3,6,5,3,0,1,1,1,4,7,3,2,5,0,6,0,3,8,3,6,2,7,3,2,0,2,5,0,1,3,6,5,0,0,0,2,2,1,3,5,6,8,6,8,8,7,3,0,0,7,7,2,6,4,0,5,0,1,4,0,3,6,5,0,1,8,8,8,4,3,6,8,1,8,5,1,7,0,0,3,4,3,2,5,4,1,7,2,6,3,6
633,2,1,0,7,6,5,5,0,3,7,2,0,7,0,6,7,6,0,8,0,7,0,4,7,2,0,0,3,3,1,4,3,5,2,2,7,7,6,3,7,3,6,6,2,5,1,3,4,5,3,6,5,7,0,4,6,3,2,5,4,3,8,3,1,0,1,4,1,0,3,2,4,0,8,8,7,1,6,0,6,7,2,4,8,1,4,2,1,6,8,5,4,4,1,1,6,5,2,0,1
